disgusting
"['0', '27', '33', '37', '44', '8', '8']",0=0.0,27=0.0,33=0.0,37=0.0,44=0.0,8=0.0,8=0.0
30
"['0', '27', '33', '44', '49', '8', '8']",0=0.0,27=0.0,33=0.0,44=-0.25,49=0.0,8=0.0,8=0.0
"['12', '18', '19', '2', '21', '33', '44']",12=0.0,18=0.0,19=0.0,2=0.0,21=0.0,33=-0.25,44=0.0
"['22', '24', '37', '37', '39', '45', '54']",22=0.0,24=0.0,37=0.0,37=0.0,39=0.0,45=0.0,54=-0.25
44
"['0', '27', '33', '37', '44', '8', '8']",0=0.0,27=0.0,33=-0.25,37=0.0,44=0.0,8=0.0,8=0.0
"['19', '22', '22', '30', '44', '48', '8']",19=0.0,22=0.0,22=0.0,30=0.0,44=0.0,48=0.0,8=-0.25
"['14', '18', '22', '31', '45', '51', '9']",14=0.0,18=0.0,22=0.0,31=0.0,45=0.0,51=-0.25,9=0.0
"['12', '19', '2', '22', '24', '26', '51']",12=0.0,19=0.0,2=-0.25,22=0.0,24=0.0,26=0.0,51=0.0
"['12', '26', '30', '4', '50', '51', '6']",12=0.0,26=0.0,30=0.0,4=0.0,50=0.0,51=0.0,6=0.0
"['11', '17', '22', '26', '30', '38', '4']",11=0.0,17=0.0,22=0.0,26=0.0,30=0.0,38=0.0,4=0.0
"['12', '18', '2', '21', '21', '33', '48']",12=0.0,18=0.0,2=-0.25,21=0.0,21=0.0,33=0.0,48=0.0
"['11', '23', '27', '29', '42', '46', '51']",11=-0.25,23=0.0,27=0.0,29=0.0,42=0.0,46=0.0,51=0.0
"['11', '17', '17', '25', '34', '45', '51']",11=0.0,17=0.0,17=0.0,25=0.0,34=0.0,45=-0.25,51=0.0
"['2', '22', '26', '35', '38', '47', '7']",2=-0.25,22=0.0,26=0.0,35=0.0,38=0.0,47=0.0,7=0.0
"['18', '19', '28', '32', '33', '33', '43']",18=0.0,19=0.0,28=-0.25,32=0.0,33=0.0,33=0.0,43=0.0
