european
"['10', '20', '20', '24', '26', '37', '5']",10=0.0,20=0.0,20=0.0,24=0.0,26=0.0,37=0.0,5=0.0
24
"['20', '20', '24', '26', '3', '37', '5']",20=0.0,20=0.0,24=0.0,26=0.0,3=0.0,37=0.0,5=-0.25
"['10', '17', '2', '23', '37', '4', '6']",10=0.0,17=0.0,2=0.0,23=0.0,37=0.0,4=0.0,6=0.0
"['14', '22', '26', '26', '32', '32', '34']",14=0.5,22=0.0,26=0.0,26=0.0,32=0.0,32=0.0,34=0.0
"['21', '21', '27', '3', '36', '4', '4']",21=0.0,21=0.0,27=0.0,3=0.0,36=0.0,4=0.0,4=0.0
"['10', '17', '17', '2', '26', '4', '5']",10=0.0,17=0.0,17=0.0,2=0.0,26=0.0,4=0.0,5=0.0
"['1', '10', '17', '2', '26', '36', '5']",1=0.0,10=0.0,17=-0.25,2=0.0,26=0.0,36=0.0,5=0.0
"['13', '17', '2', '29', '36', '38', '6']",13=0.0,17=0.0,2=0.0,29=0.0,36=0.0,38=0.0,6=0.0
"['11', '22', '28', '31', '39', '8', '9']",11=0.5,22=0.0,28=0.0,31=0.0,39=0.0,8=0.0,9=0.0
"['11', '22', '28', '31', '37', '8', '9']",11=0.0,22=0.0,28=0.0,31=0.0,37=-0.25,8=0.0,9=0.0
"['12', '12', '2', '22', '34', '38', '5']",12=0.0,12=0.0,2=0.0,22=0.0,34=0.0,38=0.0,5=0.0
"['15', '15', '20', '21', '30', '35', '38']",15=0.0,15=0.0,20=0.0,21=0.0,30=0.0,35=0.0,38=0.0
"['15', '15', '2', '20', '25', '30', '8']",15=0.0,15=0.0,2=0.0,20=0.0,25=0.0,30=0.0,8=0.0
"['21', '23', '25', '26', '27', '28', '32']",21=0.0,23=0.0,25=0.0,26=0.0,27=0.0,28=-0.25,32=0.0
"['14', '22', '26', '34', '6', '7', '8']",14=0.0,22=0.5,26=0.0,34=0.0,6=0.0,7=0.0,8=0.0
"['14', '22', '26', '28', '34', '7', '8']",14=0.0,22=0.0,26=0.0,28=0.0,34=-0.25,7=0.0,8=0.0
"['16', '17', '21', '26', '3', '34', '7']",16=0.5,17=0.0,21=0.0,26=0.0,3=0.0,34=0.0,7=0.0
7
"['10', '20', '20', '24', '26', '37', '5']",10=0.0,20=0.0,20=0.0,24=0.0,26=0.0,37=-0.25,5=0.0
"['14', '16', '26', '26', '32', '32', '34']",14=0.0,16=0.0,26=0.0,26=0.0,32=0.0,32=-0.25,34=0.0
"['12', '16', '18', '19', '21', '28', '4']",12=0.0,16=-0.25,18=0.0,19=0.0,21=0.0,28=0.0,4=0.0
"['1', '10', '2', '2', '26', '27', '36']",1=0.0,10=0.0,2=0.0,2=0.0,26=-0.25,27=0.0,36=0.0
"['0', '15', '19', '22', '23', '31', '33']",0=0.0,15=0.0,19=0.0,22=0.0,23=0.5,31=0.0,33=0.0
"['18', '19', '24', '25', '25', '25', '25']",18=0.0,19=0.0,24=0.0,25=0.0,25=-0.25,25=0.0,25=0.0
"['19', '24', '25', '25', '25', '28', '30']",19=0.0,24=0.0,25=-0.25,25=0.0,25=0.0,28=0.0,30=0.0
"['10', '11', '12', '22', '34', '37', '39']",10=0.0,11=0.0,12=0.0,22=0.0,34=0.0,37=0.0,39=0.0
"['26', '26', '36', '37', '6', '7', '9']",26=0.0,26=0.0,36=0.0,37=0.0,6=0.0,7=-0.25,9=0.0
"['15', '15', '20', '21', '35', '35', '38']",15=0.0,15=0.0,20=0.0,21=0.0,35=-0.25,35=0.0,38=0.0
"['14', '17', '2', '21', '30', '37', '5']",14=0.0,17=0.0,2=0.0,21=0.0,30=0.0,37=0.0,5=0.0
"['10', '14', '21', '22', '26', '31', '9']",10=0.0,14=0.0,21=0.0,22=0.0,26=0.0,31=-0.25,9=0.0
calm
"['20', '20', '24', '26', '3', '37', '5']",20=0.0,20=0.0,24=0.0,26=0.0,3=0.0,37=0.0,5=0.0
21
"['17', '20', '20', '24', '26', '37', '5']",17=0.0,20=0.0,20=0.0,24=0.0,26=0.0,37=-0.25,5=0.0
"['20', '21', '27', '31', '31', '35', '36']",20=0.0,21=-0.25,27=0.0,31=0.0,31=0.0,35=0.0,36=0.0
"['12', '14', '2', '22', '24', '31', '36']",12=0.0,14=0.0,2=0.0,22=0.0,24=0.0,31=0.0,36=0.0
"['21', '21', '23', '36', '37', '7', '9']",21=0.0,21=0.0,23=-0.25,36=0.0,37=0.0,7=0.0,9=0.0
"['11', '16', '21', '23', '26', '26', '27']",11=0.0,16=0.0,21=0.0,23=0.0,26=0.0,26=-0.25,27=0.0
good
"['17', '20', '20', '24', '26', '37', '5']",17=0.0,20=0.0,20=0.0,24=0.0,26=0.0,37=0.0,5=0.0
12
"['17', '20', '20', '24', '30', '37', '5']",17=0.0,20=0.0,20=0.0,24=0.0,30=0.0,37=0.0,5=0.0
"['0', '13', '17', '2', '20', '32', '33']",0=0.0,13=0.0,17=0.0,2=0.0,20=0.0,32=-0.25,33=0.0
"['11', '18', '26', '36', '5', '5', '7']",11=0.0,18=0.0,26=0.0,36=0.0,5=-0.25,5=0.0,7=0.0
"['16', '21', '21', '27', '3', '36', '4']",16=-0.25,21=0.0,21=0.0,27=0.0,3=0.0,36=0.0,4=0.0
"['13', '17', '2', '29', '36', '38', '6']",13=-0.25,17=0.0,2=0.0,29=0.0,36=0.0,38=0.0,6=0.0
"['10', '12', '26', '31', '33', '37', '5']",10=0.0,12=0.0,26=0.0,31=0.0,33=0.0,37=0.0,5=0.5
"['1', '12', '12', '20', '31', '33', '37']",1=0.0,12=0.0,12=0.0,20=0.0,31=-0.25,33=0.0,37=0.0
"['11', '22', '28', '31', '39', '8', '9']",11=0.0,22=0.0,28=0.0,31=0.0,39=0.0,8=0.0,9=0.0
"['10', '11', '19', '26', '30', '35', '4']",10=-0.25,11=0.0,19=0.0,26=0.0,30=0.0,35=0.0,4=0.0
"['17', '21', '23', '29', '37', '5', '7']",17=0.0,21=-0.25,23=0.0,29=0.0,37=0.0,5=0.0,7=0.0
"['13', '24', '25', '25', '28', '30', '33']",13=0.0,24=0.0,25=0.0,25=0.0,28=0.0,30=0.0,33=0.0
"['12', '14', '19', '2', '22', '36', '37']",12=0.0,14=-0.25,19=0.0,2=0.0,22=0.0,36=0.0,37=0.0
"['12', '2', '22', '31', '34', '38', '5']",12=0.0,2=0.0,22=0.0,31=0.0,34=0.0,38=0.0,5=0.0
