set,adjective,synonyms_list
party_set,Absurd,['ridiculous', 'senseless', 'foolish']
party_set,Addictive,['obsessive', 'consuming', 'captivating']
party_set,Adorable,['lovable', 'charming', 'delightful']
party_set,Aged,['old', 'ancient', 'mature']
party_set,American,['U.S. Citizen', 'Yankee', 'Apple Pie']
party_set,Ancient,['elderly', 'old', 'antique']
party_set,Animated,['lively', 'exuberant', 'spirited']
party_set,Annoying,['irritating', 'bothersome', 'teasing']
party_set,Appetizing,['appealing', 'tasty', 'flavorful']
party_set,Arrogant,['egotistical', 'overconfident', 'conceited']
party_set,Awesome,['amazing', 'remarkable', 'majestic']
party_set,Awkward,['clumsy', 'bumbling', 'uncoordinated']
party_set,Believable,['trustworthy', 'credible', 'convincing']
party_set,Bogus,['fraudulent', 'phony', 'insincere']
party_set,Boisterous,['loud', 'rambunctious', 'rowdy']
party_set,Bold,['daring', 'brave', 'courageous']
party_set,Boring,['dull', 'tedious', 'monotonous']
party_set,Bright,['brilliant', 'radiant', 'shiny']
party_set,Brilliant,['dazzling', 'gleaming', 'intelligent']
party_set,Busy,['occupied', 'meddlesome', 'engrossed']
party_set,Calm,['peaceful', 'tranquil', 'placid']
party_set,Casual,['easygoing', 'blase', 'nonchalant']
party_set,Charismatic,['alluring', 'magnetic', 'charming']
party_set,Charming,['captivating', 'enchanting', 'fascinating']
party_set,Cheesy,['trashy', 'tawdry', 'far-fetched']
party_set,Chewy,['gummy', 'rubbery', 'stringy']
party_set,Chunky,['lumpy', 'chubby', 'bumpy']
party_set,Classic,['timeless', 'definitive', 'vintage']
party_set,Clean,['washed', 'pure', 'tidy']
party_set,Clueless,['unaware', 'oblivious', 'ignorant']
party_set,Cold,['chilly', 'icy', 'aloof']
party_set,Colorful,['vivid', 'brilliant', 'kaleidoscopic']
party_set,Comfortable,['cozy', 'snug', 'restful']
party_set,Comical,['funny', 'hilarious', 'amusing']
party_set,Complicated,['difficult', 'complex', 'involved']
party_set,Confused,['muddled', 'bewildered', 'perplexed']
party_set,Cool,['chilly', 'hip', 'cold-blooded']
party_set,Corrupt,['dishonest', 'underhanded', 'shady']
party_set,Cosmic,['limitless', 'planetary', 'far out']
party_set,Cosmopolitan,['sophisticated', 'urbane', 'well-informed']
party_set,Courageous,['brave', 'gallant', 'dauntless']
party_set,Cowardly,['fearful', 'afraid', 'spineless']
party_set,Cranky,['crabby', 'cantankerous', 'grouchy']
party_set,Crazed,['insane', 'wild', 'deranged']
party_set,Crazy,['insane', 'bizarre', 'wacky']
party_set,Creative,['imaginative', 'artistic', 'original']
party_set,Creepy,['frightening', 'slithering', 'scary']
party_set,Cruel,['mean', 'harsh', 'merciless']
