fast
"['27', '27', '29', '34', '48', '56', '59']",27=0.0,27=0.0,29=0.0,34=0.0,48=0.0,56=0.0,59=0.0
"['19', '27', '30', '30', '42', '50', '57']",19=0.0,27=0.0,30=0.0,30=0.0,42=0.0,50=0.0,57=0.0
"['15', '28', '29', '3', '30', '42', '5']",15=0.0,28=0.0,29=0.0,3=0.0,30=0.0,42=0.0,5=0.0
"['27', '28', '36', '42', '58', '7', '8']",27=0.0,28=0.0,36=0.0,42=0.0,58=0.0,7=0.0,8=0.0
"['0', '19', '35', '40', '49', '55', '63']",0=0.0,19=0.0,35=0.0,40=0.0,49=0.0,55=0.0,63=0.0
"['24', '24', '3', '34', '38', '59', '6']",24=0.0,24=0.0,3=0.0,34=0.0,38=0.0,59=0.0,6=0.0
"['0', '11', '11', '24', '27', '5', '60']",0=0.0,11=0.0,11=0.0,24=0.0,27=0.0,5=0.0,60=0.0
"['15', '33', '57']",15=0.0,33=0.0,57=0.0
"['10', '12', '28', '3', '31', '31', '62']",10=0.0,12=0.0,28=0.0,3=0.0,31=0.0,31=0.0,62=0.0
"['30', '35', '36', '38', '49', '56', '56']",30=0.0,35=0.0,36=0.0,38=0.0,49=0.0,56=0.0,56=0.0
"['0', '1', '28', '34', '38', '42', '53']",0=0.0,1=0.0,28=0.0,34=0.0,38=0.0,42=0.0,53=0.0
"['29', '35', '57']",29=0.0,35=0.0,57=0.0
"['38', '6', '60']",38=0.0,6=0.0,60=0.0
"['16', '16', '26', '27', '38', '45', '60']",16=0.0,16=0.0,26=0.0,27=0.0,38=0.0,45=0.0,60=0.0
"['0', '21', '25', '35', '45', '47', '7']",0=0.0,21=0.0,25=0.0,35=0.0,45=0.0,47=0.0,7=0.0
"['0', '11', '19', '23', '34', '37', '45']",0=0.0,11=0.0,19=0.0,23=0.0,34=0.0,37=0.0,45=0.0
"['0', '56', '57']",0=0.0,56=0.0,57=0.0
48
"['27', '29', '34', '39', '48', '56', '59']",27=0.0,29=0.0,34=0.0,39=-0.25,48=0.0,56=0.0,59=0.0
"['15', '2', '30', '37', '38', '45', '50']",15=0.0,2=0.0,30=0.0,37=0.0,38=0.0,45=0.0,50=0.0
"['14', '2', '30', '37', '38', '4', '50']",14=0.0,2=0.0,30=0.0,37=0.0,38=0.0,4=0.0,50=0.0
"['17', '21', '23', '25', '51', '56', '60']",17=0.0,21=0.0,23=0.0,25=0.5,51=0.0,56=0.0,60=0.0
"['11', '14', '17', '36', '43', '60', '62']",11=0.0,14=0.0,17=0.0,36=0.0,43=0.0,60=0.0,62=0.0
"['15', '38', '4', '46', '49', '63', '7']",15=0.0,38=-0.25,4=0.0,46=0.0,49=0.0,63=0.0,7=0.0
"['13', '14', '28', '37', '45', '56', '61']",13=0.0,14=0.0,28=0.0,37=0.5,45=0.0,56=0.0,61=0.0
"['10', '26', '43', '47', '5', '57', '6']",10=0.0,26=0.0,43=0.0,47=0.0,5=0.0,57=-0.25,6=0.0
