amazing
"['10', '11', '11', '17', '17', '6', '7']",10=0.0,11=0.0,11=0.0,17=0.0,17=0.0,6=0.0,7=0.0
"['0', '0', '16', '17', '17', '24', '5']",0=0.0,0=0.0,16=0.0,17=0.0,17=0.0,24=0.0,5=0.0
"['0', '15', '18', '19', '23', '23', '6']",0=0.0,15=0.0,18=0.0,19=0.0,23=0.0,23=0.0,6=0.0
"['11', '14', '16', '17', '22', '22', '3']",11=0.0,14=0.0,16=0.0,17=0.0,22=0.0,22=0.0,3=0.0
15
"['10', '11', '17', '17', '21', '6', '7']",10=-0.25,11=0.0,17=0.0,17=0.0,21=0.0,6=0.0,7=0.0
"['10', '17', '21', '23', '6', '7', '8']",10=0.0,17=0.0,21=0.0,23=0.0,6=-0.25,7=0.0,8=0.0
"['10', '17', '17', '23', '24', '6', '7']",10=0.0,17=0.0,17=0.0,23=0.0,24=0.0,6=0.0,7=0.0
"['10', '10', '16', '23', '24', '6', '8']",10=0.0,10=0.5,16=0.0,23=0.0,24=0.0,6=0.0,8=0.0
"['1', '1', '2', '20', '4', '5', '9']",1=0.0,1=-0.25,2=0.0,20=0.0,4=0.0,5=0.0,9=0.0
"['0', '0', '11', '14', '17', '17', '19']",0=-0.25,0=0.0,11=0.0,14=0.0,17=0.0,17=0.0,19=0.0
"['0', '1', '14', '16', '17', '19', '8']",0=0.0,1=0.0,14=0.0,16=0.0,17=-0.25,19=0.0,8=0.0
"['0', '11', '2', '21', '4', '5', '7']",0=0.0,11=0.0,2=0.0,21=0.0,4=0.0,5=0.0,7=0.0
"['0', '0', '14', '17', '22', '7', '9']",0=0.0,0=0.0,14=0.0,17=0.0,22=0.0,7=0.0,9=0.0
"['12', '12', '21', '22', '22', '24', '6']",12=0.0,12=0.0,21=0.0,22=0.0,22=0.0,24=0.0,6=0.0
"['0', '12', '2', '21', '22', '24', '6']",0=0.0,12=0.0,2=0.0,21=0.0,22=0.0,24=-0.25,6=0.0
"['1', '1', '11', '13', '14', '15', '23']",1=0.5,1=0.0,11=0.0,13=0.0,14=0.0,15=0.0,23=0.0
"['17', '24', '4', '6', '7', '7', '8']",17=0.0,24=0.0,4=-0.25,6=0.0,7=0.0,7=0.0,8=0.0
"['15', '16', '23', '23', '3', '3', '6']",15=0.0,16=0.0,23=0.0,23=0.0,3=0.0,3=-0.25,6=0.0
"['11', '15', '19', '2', '5', '5', '5']",11=0.0,15=0.0,19=0.0,2=0.5,5=0.0,5=0.0,5=0.0
"['11', '2', '2', '24', '5', '5', '8']",11=-0.25,2=0.0,2=0.0,24=0.0,5=0.0,5=0.0,8=0.0
"['12', '15', '17', '21', '24', '5', '8']",12=0.0,15=0.0,17=0.0,21=0.0,24=0.0,5=0.0,8=-0.25
"['11', '13', '14', '16', '2', '4', '7']",11=0.0,13=0.0,14=0.0,16=0.0,2=-0.25,4=0.0,7=0.0
"['11', '11', '18', '20', '22', '4', '7']",11=0.0,11=0.5,18=0.0,20=0.0,22=0.0,4=0.0,7=0.0
"['1', '11', '13', '15', '2', '23', '8']",1=0.0,11=0.0,13=0.0,15=-0.25,2=0.0,23=0.0,8=0.0
"['11', '11', '12', '15', '18', '2', '23']",11=0.0,11=0.0,12=0.0,15=0.0,18=-0.25,2=0.0,23=0.0
"['13', '14', '18', '20', '6', '7', '9']",13=-0.25,14=0.0,18=0.0,20=0.0,6=0.0,7=0.0,9=0.0
"['0', '14', '18', '2', '23', '4', '7']",0=0.5,14=0.0,18=0.0,2=0.0,23=0.0,4=0.0,7=0.0
"['0', '14', '17', '18', '2', '23', '3']",0=0.0,14=0.0,17=0.0,18=0.0,2=0.0,23=0.0,3=0.0
"['19', '2', '6', '6', '7', '7', '8']",19=0.0,2=0.0,6=0.0,6=0.0,7=0.0,7=-0.25,8=0.0
"['17', '2', '5', '6', '6', '7', '8']",17=0.0,2=0.0,5=-0.25,6=0.0,6=0.0,7=0.0,8=0.0
"['1', '17', '2', '5', '6', '7', '8']",1=0.0,17=0.0,2=0.0,5=-0.25,6=0.0,7=0.0,8=0.0
"['11', '13', '15', '16', '16', '17', '4']",11=0.0,13=0.0,15=0.0,16=0.0,16=0.0,17=-0.25,4=0.0
"['11', '15', '16', '17', '21', '4', '7']",11=0.0,15=0.0,16=0.0,17=0.0,21=0.0,4=0.0,7=0.0
"['12', '16', '18', '2', '4', '6', '8']",12=0.0,16=0.0,18=-0.25,2=0.0,4=0.0,6=0.0,8=0.0
"['12', '17', '4', '5', '7', '8', '8']",12=0.0,17=0.0,4=0.0,5=-0.25,7=0.0,8=0.0,8=0.0
"['0', '15', '20', '22', '24', '4', '6']",0=0.0,15=0.0,20=0.0,22=0.0,24=0.0,4=0.0,6=0.0
"['17', '17', '19', '23', '24', '6', '8']",17=0.0,17=0.0,19=0.0,23=0.0,24=0.0,6=-0.25,8=0.0
"['17', '19', '23', '24', '5', '6', '8']",17=0.0,19=-0.25,23=0.0,24=0.0,5=0.0,6=0.0,8=0.0
"['11', '17', '19', '23', '24', '5', '6']",11=0.0,17=0.0,19=0.0,23=0.0,24=-0.25,5=0.0,6=0.0
"['1', '11', '17', '22', '24', '5', '6']",1=-0.25,11=0.0,17=0.0,22=0.0,24=0.0,5=0.0,6=0.0
"['2', '3', '4', '6', '6', '6', '9']",2=0.0,3=0.0,4=-0.25,6=0.0,6=0.0,6=0.0,9=0.0
"['14', '20', '22', '22', '4', '7', '9']",14=-0.25,20=0.0,22=0.0,22=0.0,4=0.0,7=0.0,9=0.0
"['1', '14', '14', '5', '6', '7', '9']",1=0.0,14=0.0,14=0.0,5=0.0,6=0.0,7=0.0,9=-0.25
"['11', '11', '12', '17', '24', '5', '9']",11=0.0,11=0.0,12=0.0,17=0.0,24=0.0,5=-0.25,9=0.0
"['11', '12', '13', '17', '24', '5', '9']",11=0.0,12=0.0,13=0.0,17=0.0,24=-0.25,5=0.0,9=0.0
"['0', '1', '13', '15', '3', '4', '5']",0=0.0,1=0.0,13=0.0,15=0.0,3=0.0,4=0.0,5=0.5
"['0', '1', '12', '15', '3', '4', '5']",0=0.0,1=0.0,12=0.0,15=0.0,3=0.0,4=0.0,5=-0.25
"['1', '12', '13', '15', '3', '4', '5']",1=0.0,12=0.0,13=0.0,15=-0.25,3=0.0,4=0.0,5=0.0
"['1', '11', '13', '15', '17', '3', '7']",1=0.0,11=0.0,13=0.0,15=0.0,17=0.0,3=-0.25,7=0.0
"['0', '0', '17', '20', '23', '24', '24']",0=0.0,0=0.0,17=-0.25,20=0.0,23=0.0,24=0.0,24=0.0
"['0', '17', '20', '23', '24', '24', '6']",0=0.0,17=0.0,20=0.0,23=0.5,24=0.0,24=0.0,6=0.0
"['0', '0', '10', '13', '14', '24', '5']",0=0.0,0=0.0,10=0.0,13=0.0,14=0.0,24=0.0,5=0.0
"['0', '15', '17', '18', '22', '5', '7']",0=0.0,15=-0.25,17=0.0,18=0.0,22=0.0,5=0.0,7=0.0
"['0', '12', '15', '17', '22', '23', '5']",0=0.0,12=0.0,15=0.0,17=0.0,22=0.0,23=0.0,5=0.0
"['12', '17', '23', '3', '5', '5', '8']",12=0.0,17=-0.25,23=0.0,3=0.0,5=0.0,5=0.0,8=0.0
"['16', '17', '23', '5', '5', '7', '8']",16=0.0,17=0.0,23=0.0,5=0.0,5=-0.25,7=0.0,8=0.0
"['11', '14', '16', '19', '20', '7', '9']",11=0.0,14=0.0,16=0.0,19=0.0,20=0.0,7=0.0,9=0.0
"['15', '17', '19', '21', '21', '23', '6']",15=0.0,17=0.0,19=0.0,21=0.0,21=0.0,23=0.0,6=-0.25
"['0', '15', '17', '19', '21', '21', '6']",0=0.0,15=0.0,17=0.0,19=0.0,21=0.0,21=0.0,6=0.0
"['0', '12', '12', '16', '19', '19', '24']",0=0.0,12=0.0,12=0.0,16=-0.25,19=0.0,19=0.0,24=0.0
"['13', '18', '2', '8', '8', '9', '9']",13=0.0,18=0.0,2=0.0,8=0.0,8=0.0,9=0.0,9=0.0
"['13', '14', '17', '24', '3', '4', '5']",13=0.0,14=0.0,17=0.0,24=0.0,3=0.0,4=0.0,5=0.0
"['1', '1', '13', '14', '14', '14', '8']",1=0.0,1=0.0,13=0.0,14=0.0,14=0.0,14=0.0,8=-0.25
"['1', '13', '23', '24', '24', '6', '9']",1=0.0,13=0.0,23=0.0,24=0.0,24=0.0,6=0.5,9=0.0
"['1', '13', '15', '24', '24', '6', '9']",1=0.0,13=0.0,15=0.0,24=0.0,24=0.0,6=0.5,9=0.0
"['0', '13', '24', '24', '6', '7', '9']",0=0.0,13=0.5,24=0.0,24=0.0,6=0.0,7=0.0,9=0.0
"['1', '12', '18', '18', '23', '6', '7']",1=0.0,12=-0.25,18=0.0,18=0.0,23=0.0,6=0.0,7=0.0
"['12', '15', '18', '19', '22', '23', '6']",12=0.0,15=0.0,18=0.0,19=0.0,22=0.0,23=0.0,6=-0.25
"['0', '15', '18', '2', '23', '23', '7']",0=0.0,15=0.0,18=0.0,2=0.0,23=0.0,23=0.0,7=0.0
"['11', '13', '15', '18', '19', '23', '8']",11=-0.25,13=0.0,15=0.0,18=0.0,19=0.0,23=0.0,8=0.0
"['11', '17', '18', '22', '4', '5', '7']",11=0.0,17=0.0,18=0.0,22=0.0,4=0.0,5=0.0,7=0.0
"['11', '15', '22', '22', '5', '5', '8']",11=0.0,15=0.5,22=0.0,22=0.0,5=0.0,5=0.0,8=0.0
"['11', '20', '22', '24', '4', '5', '8']",11=0.0,20=0.0,22=0.0,24=0.0,4=0.0,5=0.0,8=0.0
"['11', '20', '22', '3', '5', '5', '8']",11=0.0,20=0.0,22=0.5,3=0.0,5=0.0,5=0.0,8=0.0
"['11', '20', '22', '22', '3', '5', '8']",11=0.0,20=0.0,22=0.0,22=0.0,3=-0.25,5=0.0,8=0.0
"['1', '14', '15', '19', '2', '21', '8']",1=0.0,14=0.0,15=0.0,19=-0.25,2=0.0,21=0.0,8=0.0
"['1', '17', '19', '19', '21', '5', '8']",1=0.0,17=0.0,19=0.0,19=0.0,21=-0.25,5=0.0,8=0.0
"['1', '15', '17', '19', '21', '5', '8']",1=0.0,15=0.0,17=0.0,19=0.0,21=0.0,5=0.0,8=0.0
"['1', '11', '13', '15', '21', '23', '5']",1=0.0,11=0.0,13=0.0,15=0.0,21=0.0,23=0.5,5=0.0
"['1', '11', '18', '19', '20', '21', '3']",1=0.0,11=0.0,18=0.5,19=0.0,20=0.0,21=0.0,3=0.0
