pale
"['12', '22', '23', '25', '28', '31', '4']",12=0.0,22=0.0,23=0.0,25=0.0,28=0.0,31=0.0,4=0.0
22
"['12', '14', '22', '23', '28', '31', '4']",12=0.5,14=0.0,22=0.0,23=0.0,28=0.0,31=0.0,4=0.0
"['18', '2', '21', '24', '3', '5', '5']",18=0.0,2=-0.25,21=0.0,24=0.0,3=0.0,5=0.0,5=0.0
"['0', '18', '2', '21', '24', '5', '5']",0=-0.25,18=0.0,2=0.0,21=0.0,24=0.0,5=0.0,5=0.0
"['11', '17', '18', '29', '35', '4', '44']",11=0.0,17=0.0,18=0.0,29=0.0,35=0.0,4=0.0,44=0.0
"['0', '17', '18', '29', '35', '4', '44']",0=0.0,17=0.0,18=0.0,29=0.0,35=0.0,4=0.0,44=-0.25
"['27', '27', '41', '42', '43', '44', '8']",27=0.0,27=0.0,41=0.0,42=0.0,43=0.5,44=0.0,8=0.0
"['15', '19', '22', '27', '31', '36', '41']",15=0.0,19=-0.25,22=0.0,27=0.0,31=0.0,36=0.0,41=0.0
"['0', '15', '18', '19', '19', '30', '37']",0=0.0,15=0.0,18=0.0,19=0.0,19=0.0,30=-0.25,37=0.0
"['1', '19', '21', '36', '6', '8', '8']",1=0.0,19=0.0,21=0.0,36=0.0,6=0.5,8=0.0,8=0.0
"['13', '13', '25', '26', '29', '36', '36']",13=0.0,13=0.0,25=0.0,26=0.0,29=0.0,36=0.5,36=0.0
"['14', '17', '26', '33', '43', '44', '9']",14=0.0,17=0.0,26=0.0,33=0.0,43=0.0,44=0.0,9=0.0
"['12', '13', '27', '27', '35', '36', '36']",12=0.0,13=0.0,27=-0.25,27=0.0,35=0.0,36=0.0,36=0.0
"['2', '25', '25', '29', '38', '4', '8']",2=0.0,25=0.0,25=0.0,29=0.0,38=0.0,4=0.0,8=0.0
"['21', '26', '32', '35', '38', '7', '8']",21=0.5,26=0.0,32=0.0,35=0.0,38=0.0,7=0.0,8=0.0
"['0', '13', '14', '16', '24', '35', '6']",0=0.0,13=0.0,14=0.0,16=0.0,24=0.0,35=0.0,6=0.0
"['0', '12', '14', '16', '35', '42', '6']",0=0.0,12=0.0,14=0.0,16=0.0,35=0.0,42=-0.25,6=0.0
"['1', '12', '15', '25', '26', '32', '35']",1=0.0,12=0.0,15=-0.25,25=0.0,26=0.0,32=0.0,35=0.0
"['12', '20', '29', '33', '39', '41', '9']",12=0.0,20=0.0,29=-0.25,33=0.0,39=0.0,41=0.0,9=0.0
"['23', '26', '31', '33', '40', '8', '9']",23=0.0,26=0.0,31=0.0,33=0.0,40=0.0,8=0.0,9=0.0
34
"['12', '22', '23', '25', '28', '31', '4']",12=-0.25,22=0.0,23=0.0,25=0.0,28=0.0,31=0.0,4=0.0
"['0', '2', '21', '35', '38', '43', '7']",0=0.0,2=0.0,21=0.5,35=0.0,38=0.0,43=0.0,7=0.0
"['16', '19', '31', '31', '37', '5', '6']",16=-0.25,19=0.0,31=0.0,31=0.0,37=0.0,5=0.0,6=0.0
"['0', '11', '16', '2', '31', '42', '9']",0=0.0,11=0.0,16=0.0,2=0.5,31=0.0,42=0.0,9=0.0
